man	0.038508824901373
woman	0.020078865436978163
two	0.019563582320545874
people	0.015672742788748386
wearing	0.014201021887780378
young	0.011949144268424536
white	0.011912984049727533
shirt	0.011734894972644794
black	0.01112921130947
blue	0.010224301836577507
red	0.008964118214986964
girl	0.008729076793456447
sitting	0.008696532596629145
men	0.008587147935070712
boy	0.008524771557818382
standing	0.008238201824644636
dog	0.00821740969889386
playing	0.007792527129204078
street	0.007230235728465686
group	0.007097346924754201
front	0.006874057574300209
walking	0.006634496125432566
holding	0.006314478189964093
one	0.00586247545625156
water	0.005385160569451124
three	0.005216111547042637
women	0.004768628840667228
green	0.004719812545426275
child	0.00459053976358449
looking	0.004580595703442814
little	0.004333802210835771
large	0.004296737986671344
outside	0.00424972970236524
yellow	0.004118648909588605
person	0.004049040488596875
children	0.0040264403519112485
brown	0.004019208308171848
hat	0.0036494700719949956
ball	0.003518389279218361
small	0.003416236661399328
next	0.0033918285137788514
dressed	0.003128762922758157
another	0.0030483064361573257
running	0.0030455944197550506
building	0.003037458370548225
jacket	0.003026610304939124
riding	0.0029949701135792467
around	0.00283315313491016
orange	0.0027897608724737565
near	0.002726480489754002
field	0.0026948402983941245
crowd	0.0026785681999804737
stands	0.0026532560468925715
beach	0.0026252318774023947
background	0.0026053437571190432
pink	0.002586359642303117
behind	0.0025601434837477896
sidewalk	0.0025420633743992883
jumping	0.002472454953407558
table	0.0024245426636340297
girls	0.0024218306472317546
sits	0.002361262280914275
grass	0.002348606204370324
snow	0.00229074985445512
bike	0.002289845848987695
looks	0.00222837347720279
top	0.0021831732038315368
camera	0.0021795571819618366
air	0.002147012985134534
asian	0.002145204974199684
dogs	0.0021280288703186077
stand	0.0021117567719049564
city	0.002101812711763281
wall	0.002100908706295856
player	0.002052996416522327
older	0.002051188405587477
hair	0.002007796143151074
four	0.001998756088476823
working	0.0019662118916495205
soccer	0.001944515760431319
dress	0.0019255316456153926
something	0.0019201076128108423
several	0.001902931508929766
gray	0.0018857554050486897
talking	0.0018730993285047389
shorts	0.0018676752957001884
lady	0.001848691180884262
park	0.0018450751590145618
guitar	0.0018025869020455835
picture	0.0018016828965781585
walks	0.0017971628692410333
pants	0.001795354858306183
boys	0.0017854107981645072
smiling	0.0017655226778811558
hand	0.0017365945029235537
jeans	0.0017338824865212785
plays	0.0017239384263796028
play	0.0017085703334333766
along	0.0016904902240848752
together	0.0016118417484188945
carrying	0.0016118417484188945
game	0.001608225726549194
holds	0.001606417715614344
road	0.0016000896773423685
car	0.0015973776609400933
food	0.0015865295953309926
bench	0.0015847215843961425
walk	0.0015449453438294396
side	0.0015350012836877638
baby	0.0015069771141975868
face	0.0014907050157839355
glasses	0.0014608728353589083
stage	0.0014554488025543579
head	0.0014491207642823823
blond	0.0014400807096081316
old	0.0014355606822710064
sit	0.001431944660401306
bicycle	0.0014075365127808293
hands	0.0014066325073134043
back	0.0014012084745088538
taking	0.0013786083378232272
tree	0.0013677602722141264
pool	0.001364144250344426
watching	0.0013523921792679002
guy	0.0013325040589845488
rock	0.0013325040589845488
male	0.0013316000535171237
couple	0.0013279840316474233
baseball	0.0013153279551034725
area	0.0013053838949617967
ground	0.001293631823885271
dirt	0.0012737437036019195
female	0.0012628956379928185
dark	0.0012565675997208432
boat	0.001227639424763241
race	0.0012240234028935407
performing	0.0012131753372844399
day	0.0012122713318170148
jumps	0.0012095593154147397
striped	0.0012095593154147397
mouth	0.0012041352826101892
look	0.001200519260740489
construction	0.0011959992334033636
suit	0.0011905752005988133
long	0.001186959178729113
coat	0.0011851511677942628
room	0.0011761111131200121
purple	0.0011761111131200121
across	0.001173399096717737
many	0.0011661670529783364
sunglasses	0.00114718293816241
eating	0.001120966779607083
football	0.001120966779607083
sign	0.0011001746538563065
runs	0.001092038604649481
band	0.0010820945445078052
kids	0.001078478522638105
horse	0.0010766705117032547
using	0.0010486463422130776
uniform	0.0010468383312782275
sand	0.0010450303203433774
microphone	0.0010359902656691268
helmet	0.0010341822547342767
reading	0.0010332782492668516
tennis	0.001026950210994876
watch	0.0010133901289835002
players	0.0010070620907115246
workers	0.000998022036037274
store	0.0009880779758955982
toy	0.0009799419266887726
watches	0.0009772299102864975
floor	0.0009727098829493721
wooden	0.0009636698282751215
rides	0.0009600538064054212
mountain	0.0009492057407963203
train	0.0009455897189266201
ocean	0.000944685713459195
basketball	0.0009419736970569198
window	0.0009374536697197945
cap	0.0009374536697197945
chair	0.0009293176205129688
work	0.0009293176205129688
elderly	0.0009184695549038681
dancing	0.0009157575385015928
busy	0.0009103335056970424
clothing	0.0009058134783599171
bag	0.000904005467425067
team	0.0008985814346205166
waiting	0.0008976774291530915
climbing	0.0008886373744788408
getting	0.0008850213526091406
middle	0.0008832133416742904
trees	0.0008750772924674649
swimming	0.0008714612705977646
outdoor	0.0008696532596629144
past	0.0008669412432606393
restaurant	0.0008569971831189635
colorful	0.0008551891721841133
shirts	0.0008515731503144132
making	0.000849765139379563
posing	0.0008416290901727373
inside	0.000837109062835612
covered	0.0008090848933454349
singing	0.0008054688714757347
trying	0.0008027568550734595
skateboard	0.0008018528496060344
fence	0.0008009488441386094
tan	0.0007910047839969337
market	0.0007801567183878328
five	0.0007756366910507074
line	0.0007720206691810072
light	0.0007665966363764568
